Time,Vibration,FFT,RPM,Current,Temperature
2026-06-23 14:21:23,0.022,135.782,2880,0.214,26.241
2026-06-23 14:21:23,0.018,138.477,0,0.208,26.248
2026-06-23 14:21:24,0.046,149.653,0,0.214,26.239
2026-06-23 14:21:24,0.028,150.636,0,0.221,26.239
2026-06-23 14:21:24,0.050,136.404,0,0.212,26.240
2026-06-23 14:21:24,0.059,316.145,2640,0.219,26.243
2026-06-23 14:21:24,0.060,2376.419,2640,0.229,26.243
2026-06-23 14:21:24,0.062,2416.448,2640,0.235,26.242
2026-06-23 14:21:24,0.065,301.875,2640,0.233,26.240
2026-06-23 14:21:24,0.081,301.790,2640,0.242,26.240
2026-06-23 14:21:24,0.065,294.370,2640,0.244,26.244
2026-06-23 14:21:24,0.071,256.755,2640,0.245,26.241
2026-06-23 14:21:25,0.071,2025.765,2640,0.244,26.242
2026-06-23 14:21:25,0.099,248.816,2640,0.248,26.245
2026-06-23 14:21:25,0.091,581.114,2640,0.255,26.244
2026-06-23 14:21:25,0.092,328.989,2520,0.252,26.239
2026-06-23 14:21:25,0.103,371.611,2520,0.248,26.244
2026-06-23 14:21:25,0.100,576.625,2520,0.250,26.246
2026-06-23 14:21:25,0.117,286.607,2520,0.257,26.244
2026-06-23 14:21:25,0.103,81.562,2520,0.262,26.242
2026-06-23 14:21:25,0.100,278.875,2520,0.250,26.243
2026-06-23 14:21:25,0.067,374.833,2520,0.254,26.246
2026-06-23 14:21:26,0.094,461.287,2520,0.255,26.243
2026-06-23 14:21:26,0.089,369.291,2520,0.250,26.243
2026-06-23 14:21:26,0.050,297.058,2520,0.247,26.242
2026-06-23 14:21:26,0.071,384.748,2520,0.247,26.250
2026-06-23 14:21:26,0.089,765.611,2520,0.241,26.246
2026-06-23 14:21:26,0.090,208.215,2520,0.247,26.244
2026-06-23 14:21:26,0.091,1457.192,2520,0.244,26.244
2026-06-23 14:21:26,0.130,290.765,2520,0.249,26.245
2026-06-23 14:21:26,0.141,283.338,2520,0.261,26.246
2026-06-23 14:21:26,0.113,80.247,2520,0.266,26.246
2026-06-23 14:21:27,0.099,121.024,2520,0.263,26.248
2026-06-23 14:21:27,0.081,864.154,2520,0.256,26.250
2026-06-23 14:21:27,0.077,289.481,2520,0.251,26.252
2026-06-23 14:21:27,0.078,374.968,2400,0.247,26.251
2026-06-23 14:21:27,0.080,373.907,2400,0.248,26.247
2026-06-23 14:21:27,0.064,294.264,2400,0.249,26.249
2026-06-23 14:21:27,0.074,169.571,2400,0.248,26.250
2026-06-23 14:21:27,0.073,170.510,2400,0.250,26.249
2026-06-23 14:21:27,0.073,668.697,2520,0.252,26.249
2026-06-23 14:21:28,0.068,461.635,2520,0.246,26.249
2026-06-23 14:21:28,0.071,289.948,2520,0.242,26.250
2026-06-23 14:21:28,0.029,296.950,2520,0.240,26.252
2026-06-23 14:21:28,0.071,82.854,2520,0.240,26.249
2026-06-23 14:21:28,0.038,299.557,2520,0.238,26.249
2026-06-23 14:21:28,0.045,902.663,2520,0.235,26.251
2026-06-23 14:21:28,0.055,477.690,2520,0.232,26.249
2026-06-23 14:21:28,0.045,299.247,2520,0.238,26.248
2026-06-23 14:21:28,0.027,218.777,2640,0.226,26.246
2026-06-23 14:21:28,0.068,482.238,2640,0.223,26.250
2026-06-23 14:21:29,0.082,172.148,2640,0.230,26.256
2026-06-23 14:21:29,0.054,525.785,2640,0.234,26.251
2026-06-23 14:21:29,0.060,245.110,2640,0.238,26.252
2026-06-23 14:21:29,0.068,260.381,2520,0.240,26.254
2026-06-23 14:21:29,0.074,464.730,2520,0.235,26.256
2026-06-23 14:21:29,0.087,167.964,2520,0.241,26.253
2026-06-23 14:21:29,0.055,814.533,2520,0.238,26.245
2026-06-23 14:21:29,0.050,304.584,2520,0.240,26.250
2026-06-23 14:21:29,0.046,131.140,2640,0.236,26.249
2026-06-23 14:21:29,0.058,43.083,2640,0.236,26.255
2026-06-23 14:21:30,0.041,143.055,2640,0.235,26.249
2026-06-23 14:21:30,0.081,472.149,2640,0.239,26.251
2026-06-23 14:21:30,0.038,160.220,2640,0.238,26.250
2026-06-23 14:21:30,0.040,136.985,2640,0.233,26.251
2026-06-23 14:21:30,0.033,221.297,2640,0.226,26.252
2026-06-23 14:21:30,0.042,646.004,2640,0.235,26.252
2026-06-23 14:21:30,0.059,312.040,2640,0.225,26.245
2026-06-23 14:21:30,0.051,315.812,2640,0.230,26.252
2026-06-23 14:21:30,0.063,308.635,2640,0.242,26.257
2026-06-23 14:21:30,0.054,310.287,2640,0.238,26.249
2026-06-23 14:21:31,0.067,306.554,2640,0.248,26.256
2026-06-23 14:21:31,0.050,218.611,2640,0.247,26.250
2026-06-23 14:21:31,0.051,219.388,2640,0.238,26.251
2026-06-23 14:21:31,0.101,174.481,2640,0.242,26.253
2026-06-23 14:21:31,0.090,556.487,2640,0.251,26.257
2026-06-23 14:21:31,0.064,835.911,2640,0.249,26.259
2026-06-23 14:21:31,0.049,300.510,2640,0.239,26.254
2026-06-23 14:21:31,0.042,303.310,2640,0.238,26.250
2026-06-23 14:21:31,0.051,304.148,2640,0.241,26.254
2026-06-23 14:21:31,0.049,306.252,2640,0.238,26.258
2026-06-23 14:21:32,0.051,46.939,2640,0.237,26.254
2026-06-23 14:21:32,0.063,307.651,2640,0.245,26.254
2026-06-23 14:21:32,0.067,172.145,2640,0.244,26.251
2026-06-23 14:21:32,0.055,570.075,2640,0.241,26.257
2026-06-23 14:21:32,0.055,308.848,2640,0.236,26.255
2026-06-23 14:21:32,0.053,307.297,2640,0.237,26.259
2026-06-23 14:21:32,0.038,305.883,2640,0.236,26.257
2026-06-23 14:21:32,0.033,130.635,2640,0.243,26.257
2026-06-23 14:21:32,0.031,110.696,2640,0.236,26.256
2026-06-23 14:21:33,0.041,311.939,2640,0.225,26.255
2026-06-23 14:21:33,0.045,45.550,2640,0.232,26.257
2026-06-23 14:21:33,0.047,311.066,2640,0.229,26.259
2026-06-23 14:21:33,0.047,310.930,2640,0.226,26.256
2026-06-23 14:21:33,0.040,282.826,2640,0.233,26.261
2026-06-23 14:21:33,0.015,142.773,2640,0.229,26.258
2026-06-23 14:21:33,0.023,132.484,2640,0.226,26.258
2026-06-23 14:21:33,0.019,138.643,2640,0.221,26.258
2026-06-23 14:21:33,0.027,136.383,2640,0.230,26.258
2026-06-23 14:21:33,0.026,138.162,2640,0.223,26.260
2026-06-23 14:21:34,0.032,138.134,2640,0.226,26.258
2026-06-23 14:21:34,0.028,137.889,2640,0.220,26.255
2026-06-23 14:21:34,0.027,138.181,2640,0.217,26.254
2026-06-23 14:21:34,0.028,137.427,2760,0.214,26.250
2026-06-23 14:21:34,0.024,137.077,2760,0.209,26.254
2026-06-23 14:21:34,0.035,140.080,2760,0.215,26.253
